[00:00:00,000-00:00:01,800] 🎼你的名字是姜老刀，
[00:07:43,800-00:07:45,000] 不会的，
[00:07:45,000-00:07:46,440] 不会不会就不看，
[00:07:46,440-00:07:48,240] 因为纪录片这个东西，
[00:07:48,240-00:07:49,860] 你拍完了就拍完了，
[00:07:49,860-00:07:53,100] 我其实很不希望在当天留下不好的感觉，
[00:07:53,100-00:07:56,700] 就比如说呃没录好或者丢胶了一样丢胶了或者
[00:07:56,700-00:07:57,900] 。
[00:07:57,900-00:07:59,100] 🎼怎么样？
[00:07:59,100-00:08:01,980] 就但是呢如果你在后期剪辑的时候，
[00:08:01,980-00:08:03,600] 你其实有一些瑕疵，
[00:08:03,600-00:08:06,120] 你会被过渡掉的那虽然老刀说，
[00:08:06,120-00:08:09,720] 他们的从容很多是为了顺应纪录片本身的随机
[00:08:09,720-00:08:10,920] 性。
[00:08:10,920-00:08:12,120] 呃，
[00:08:12,120-00:08:13,320] 但跟下来，
[00:08:13,320-00:08:16,920] 我们发现这其实和他们团队默契有非常大的关
[00:08:16,920-00:08:18,120] 系。
[00:08:18,120-00:08:21,000] 不像我们团队是按项目来安排人手。
[00:08:21,000-00:08:23,880] 喜宴拍摄团队一直是固定的7个人。
[00:08:23,880-00:08:26,220] 那长期的磨合和经验的积累，
[00:08:26,220-00:08:29,100] 早就形成了一支全自动运转的队伍，
[00:08:29,100-00:08:31,800] 特别是在只发生一次的拍摄现场，
[00:08:31,800-00:08:34,140] 这个感受会特别的明显这个。
[00:08:34,140-00:08:36,120] 😊是今年新年的新都节，
[00:08:36,120-00:08:38,820] 然后跟尼泊尔的撒红节其实很像，
[00:08:38,820-00:08:41,340] 撒红街呢就是撒五颜六色的粉，
[00:08:41,340-00:08:43,320] 这个呢就只撒红色的粉。
[00:08:43,320-00:08:46,200] 那我们要做到的目的就是撒到别人，
[00:08:46,200-00:08:47,460] 自己不要被撒。
[00:08:47,460-00:08:48,660] 🎼 你说。
[00:08:48,660-00:08:49,860] 🎼那说实话，
[00:08:49,860-00:08:52,380] 这一场活动把我们彻底整懵了。
[00:08:52,380-00:08:53,580] 相比之下，
[00:08:53,580-00:08:55,560] 老刀他们就会淡定很多。
[00:08:55,560-00:08:57,000] 在活动开始之前，
[00:08:57,000-00:08:58,800] 他们就已经踩好了点，
[00:08:58,800-00:09:00,000] 定好了机位。
[00:09:00,000-00:09:01,200] 那到了当天，
[00:09:01,200-00:09:02,400] 你会发现，
[00:09:02,400-00:09:05,280] 不管是摄像制片还是导演还是文案，
[00:09:05,280-00:09:07,440] 每个人手里都有一台相机，
[00:09:07,440-00:09:09,780] 而且每个人都很会拍找角度，
[00:09:09,780-00:09:11,040] 卡时机的能力，
[00:09:11,040-00:09:13,740] 甚至已经强到了肌肉记忆的程度，
[00:09:13,740-00:09:14,940] 谁该做什么，
[00:09:14,940-00:09:16,920] 根本不需要多说一句话。
[00:09:16,920-00:09:18,120] 那除了拍摄，
[00:09:18,120-00:09:21,000] 他们每个人都有个特别擅长的地方。
[00:09:21,000-00:09:23,880] 我们团队可能编导会同时负责文案，
[00:09:23,880-00:09:25,080] 还有导演，
[00:09:25,080-00:09:26,520] 但他们是分离的，
[00:09:26,520-00:09:30,120] 他们会有单独的文案岗位和导演默契的配合。
[00:09:30,120-00:09:33,000] 你在喜宴里面看到那些细腻的文字，
[00:09:33,000-00:09:35,340] 都是靠他在现场一点点记录，
[00:09:35,340-00:09:36,600] 在一遍遍推敲，
[00:09:36,600-00:09:38,040] 慢慢打磨出来的。
[00:09:38,040-00:09:39,660] 不过更有意思的是，
[00:09:39,660-00:09:40,920] 他们的制片啊。
[00:09:40,920-00:09:44,520] 你看这个岗位在日食记被赋予了很多其他团队
[00:09:44,520-00:09:46,140] 想不到的美食属性。
[00:09:46,140-00:09:47,940] 那举个最直接的例子，
[00:09:47,940-00:09:50,820] 他们对制片的要求里面有个硬条理，
[00:09:50,820-00:09:52,080] 就是要会点菜，
[00:09:52,080-00:09:53,520] 并且要点好吃的。
[00:09:53,520-00:09:57,120] 😊🎼彩那他的背包里面呢也会藏着很多独特的
[00:09:57,120-00:09:58,320] 好东西。
[00:09:58,320-00:10:00,300] 这个是一个衣服除卫的，
[00:10:00,300-00:10:03,900] 因为有的时候我们会拍火锅啊什么味道重的，
[00:10:03,900-00:10:05,340] 我会用这个东西，
[00:10:05,340-00:10:07,500] 然后剩下的会是一些药品，
[00:10:07,500-00:10:10,380] 这些东西都是大多都是肠胃之类的。
[00:10:10,380-00:10:12,360] 因为我们经常出去探店，
[00:10:12,360-00:10:14,340] 不知道会不会吃坏肚子，
[00:10:14,340-00:10:15,960] 这是我自己的药品，
[00:10:15,960-00:10:17,760] 因为探店是一只夹菜，
[00:10:17,760-00:10:19,020] 我现在腱鞘炎，
[00:10:19,020-00:10:20,460] 所以我得贴这个。
[00:10:20,460-00:10:22,080] 🎼随身会带大白兔，
[00:10:22,080-00:10:25,680] 因为我们外拍的时候可以用这个东西跟小朋友
[00:10:25,680-00:10:26,880] ，
[00:10:26,880-00:10:29,760] 小朋友小时候家长一直说别人给糖，
[00:10:29,760-00:10:31,020] 不要跟别人走，
[00:10:31,020-00:10:32,220] 长大了，
[00:10:32,220-00:10:34,740] 现在用这个东西引用其他小孩。
[00:10:34,740-00:10:36,900] 老刀他们随身带的那些糖，
[00:10:36,900-00:10:39,780] 其实是为了和当地的人更好的相处。
[00:10:39,780-00:10:41,220] 因为在国外拍摄，
[00:10:41,220-00:10:43,740] 让一个人在镜头前面自然流露，
[00:10:43,740-00:10:45,720] 其实是很难的一件事情。
[00:10:45,720-00:10:49,320] 所以老刀他们会针对不同的人准备好小礼物，
[00:10:49,320-00:10:51,840] 参加受访者的家庭聚会的时候，
[00:10:51,840-00:10:54,180] 也会换上当地的尼泊尔服饰，
[00:10:54,180-00:10:55,980] 尽最大的可能去尊重。
[00:10:55,980-00:10:57,180] 地方的奔快，
[00:10:57,180-00:11:00,240] 我们其实钱彩来了尼泊尔大概十几天，
[00:11:00,240-00:11:02,040] 我们这次又是十几天，
[00:11:02,040-00:11:04,020] 我们下次还得再来一次，
[00:11:04,020-00:11:05,220] 又是十几天，
[00:11:05,220-00:11:06,840] 还会有一个第四次，
[00:11:06,840-00:11:08,820] 可能有个一个一周这样。
[00:11:08,820-00:11:12,420] 因为我们觉得我们不能让对方觉得我们是个摄
[00:11:12,420-00:11:13,620] 制组，
[00:11:13,620-00:11:15,420] 而是要让对方觉得哇，
[00:11:15,420-00:11:18,120] 我们是来参与到你们生活当中的，
[00:11:18,120-00:11:21,180] 以及我们想记录下这一刻美好的瞬间，
[00:11:21,180-00:11:24,060] 你只有就是一次又一次的登门拜访，
[00:11:24,060-00:11:27,660] 然后一次又一次的参与到他们的家庭活动当中
[00:11:27,660-00:11:28,860] 。
[00:11:28,860-00:11:30,660] 😊🎼随着一次又一次，
[00:11:30,660-00:11:33,540] 他就啊知道这个小孩子上一次来过。
[00:11:33,540-00:11:34,740] 对，
[00:11:34,740-00:11:37,620] 然后他们就会流露出更放松的状态，
[00:11:37,620-00:11:38,820] 能回本吗？
[00:11:38,820-00:11:40,800] 我感觉你们回不了本嗯。
[00:11:40,800-00:11:42,000] 我不知道，
[00:11:42,000-00:11:43,260] 就你我不知道，
[00:11:43,260-00:11:45,240] 这你们没有盘算这个点，
[00:11:45,240-00:11:46,440] 就方先做了。
[00:11:46,440-00:11:47,640] 对，
[00:11:47,640-00:11:48,840] 先做了再说，
[00:11:48,840-00:11:52,440] 先试一下纪录片可能是我们团队一个比较呃喜
[00:11:52,440-00:11:53,880] 欢的一个类型吧，
[00:11:53,880-00:11:56,580] 只是以前没还没有那么多的契机。
[00:11:56,580-00:11:58,920] 因为纪录片其实它很难盈利。
[00:11:58,920-00:12:01,260] 但是对于内容团队来说的话，
[00:12:01,260-00:12:04,680] 我觉得你永盘高峰是一个必须要做的事情。
[00:12:04,680-00:12:07,200] 你不能永远停留在这一个阶段，
[00:12:07,200-00:12:10,800] 实物其实是一个非常能够引发人文东西的东西
[00:12:10,800-00:12:12,000] 出来。
[00:12:12,000-00:12:13,200] 我会。
[00:12:13,200-00:12:16,080] 🎼会更喜欢李安杨德昌这种感觉的。
[00:12:16,080-00:12:18,960] 但我们其实好像除了这些大师之外，
[00:12:18,960-00:12:21,120] 没有人更多在拍这个东西。
[00:12:21,120-00:12:22,320] 是的，
[00:12:22,320-00:12:25,740] 我觉得可能对我更喜欢做一些这样的东西。
[00:12:25,740-00:12:28,800] 老刀身上真的有一种非常难得的纯粹，
[00:12:28,800-00:12:30,780] 还有对内容创作的热情。
[00:12:30,780-00:12:31,980] 在拍摄现场，
[00:12:31,980-00:12:35,400] 你会看到他总是亲力亲为指导摄影的镜头，
[00:12:35,400-00:12:37,200] 跟导演对采访的内容。
[00:12:37,200-00:12:39,360] 一起用来升华主题的音乐。
[00:12:39,360-00:12:40,620] 在拍摄的时候，
[00:12:40,620-00:12:42,420] 他可能已经有了答案，
[00:12:42,420-00:12:43,860] 找到了后期剪辑，
[00:12:43,860-00:12:46,740] 他可能也会因为喜欢而主动抢一点。
[00:12:46,740-00:12:47,940] 活自己来干。
[00:12:47,940-00:12:49,920] 那这也让我们忍不住问，
[00:12:49,920-00:12:51,540] 在流量至上的时代，
[00:12:51,540-00:12:52,800] 老叨这样的人，
[00:12:52,800-00:12:55,320] 他对好内容的标准到底是什么。
[00:12:55,320-00:12:58,200] 那面对外面的反馈还有数据的起伏，
[00:12:58,200-00:13:00,000] 他是什么样的心态呢？
[00:13:00,000-00:13:01,440] 我的标准很主观。
[00:13:01,440-00:13:03,420] 就是当我听到这个东西，
[00:13:03,420-00:13:04,680] 我会超级激动。
[00:13:04,680-00:13:07,200] 然后这种激动是一种生理反应。
[00:13:07,200-00:13:08,820] 就比如说手心冒汗，
[00:13:08,820-00:13:10,080] 你会手心冒汗，
[00:13:10,080-00:13:11,340] 给你说个选题，
[00:13:11,340-00:13:12,540] 你会冒汗，
[00:13:12,540-00:13:14,880] 会就是因为我这个人会紧张，
[00:13:14,880-00:13:17,400] 然后手就是会渗水珠的那种紧。
[00:13:17,400-00:13:18,600] 🎼紧张呃，
[00:13:18,600-00:13:20,040] 兴奋的时候也会。
[00:13:20,040-00:13:23,460] 所以当大家提到一个特别好的选题的时候，
[00:13:23,460-00:13:25,080] 我有这种生理反应，
[00:13:25,080-00:13:27,780] 我就会觉得嗯这个一定要做下去。
[00:13:27,780-00:13:28,980] 好的，
[00:13:28,980-00:13:31,320] 所以需要一个房间不开空调。
[00:13:31,320-00:13:33,840] 😊这是选题过的核心核心要义。
[00:13:33,840-00:13:36,720] 那你心里面你会有这个数据焦虑吗？
[00:13:36,720-00:13:37,920] 我没有，
[00:13:37,920-00:13:39,720] 你确定你一点都没有。
[00:13:39,720-00:13:41,520] 就比如说你这些上来，
[00:13:41,520-00:13:45,120] 你不是你并没有期望他有我甚至上来了以后，
[00:13:45,120-00:13:46,380] 我几乎都不看。
[00:13:46,380-00:13:47,820] 那假如负面的呢，
[00:13:47,820-00:13:49,260] 你看到会怎么样，
[00:13:49,260-00:13:50,460] 你会难受吗？
[00:13:50,460-00:13:52,080] 不会以前会难受吗？
[00:13:52,080-00:13:53,280] 会对吧？
[00:13:53,280-00:13:55,080] 以前都有觉都睡不着，
[00:13:55,080-00:13:58,320] 就非常想在大广场拿扩音喇叭告诉他们，
[00:13:58,320-00:13:59,580] 我是怎么想的。
[00:13:59,580-00:14:00,780] 嗯，
[00:14:00,780-00:14:02,220] 就是我不是这样。
[00:14:02,220-00:14:03,420] 对对对，
[00:14:03,420-00:14:05,400] 但其实现在根本不会对，
[00:14:05,400-00:14:06,660] 成长的过程吗？
[00:14:06,660-00:14:07,860] 算是，
[00:14:07,860-00:14:09,660] 而且要随时抛弃一些，
[00:14:09,660-00:14:10,860] 你可能。
[00:14:10,860-00:14:12,660] 😡🎼用不到的东西啊，
[00:14:12,660-00:14:14,460] 也不必留恋这些东西。
[00:14:14,460-00:14:16,260] 剪辑最后输出的时候，
[00:14:16,260-00:14:17,880] 我的快乐就达成了。
[00:14:17,880-00:14:19,500] 你除了做视频之外，
[00:14:19,500-00:14:20,760] 还有什么爱好？
[00:14:20,760-00:14:22,200] 弹吉他弹吉他对，
[00:14:22,200-00:14:23,400] 搞乐队。
[00:14:23,400-00:14:24,600] 毕业以后，
[00:14:24,600-00:14:26,220] 我一开始没找工作，
[00:14:26,220-00:14:27,480] 我待业了两年，
[00:14:27,480-00:14:30,000] 就是想过一种文艺青年的生活。
[00:14:30,000-00:14:33,060] 于是我们在社交平台上组了一个乐队，
[00:14:33,060-00:14:35,580] 就以前北京有个叫树村的地方。
[00:14:35,580-00:14:36,780] 嗯，
[00:14:36,780-00:14:39,300] 全是穷苦的手艺人在那边生活，
[00:14:39,300-00:14:40,500] 我们就说好，
[00:14:40,500-00:14:41,940] 我们租一个地方，
[00:14:41,940-00:14:43,200] 我们一起生活，
[00:14:43,200-00:14:44,820] 但没有收入怎么办？
[00:14:44,820-00:14:46,800] 然后我们就去街上表演，
[00:14:46,800-00:14:48,780] 赚来的钱就买一些鸡蛋，
[00:14:48,780-00:14:49,980] 买一些番茄，
[00:14:49,980-00:14:51,600] 我就做饭给他们吃。
[00:14:51,600-00:14:53,040] 然后就每天你给。
[00:14:53,040-00:14:55,380] 😊🎼给你乐队的伙伴做饭吃。
[00:14:55,380-00:14:56,580] 对，
[00:14:56,580-00:14:59,280] 就这种生活过了大概差不多两年。
[00:14:59,280-00:15:02,700] 然后我就认识了一些接商演的团队和公司。
[00:15:02,700-00:15:05,040] 然后我就说啊我们有个乐队，
[00:15:05,040-00:15:07,200] 我们可以婚丧嫁娶都可以。
[00:15:07,200-00:15:08,400] 嗯，
[00:15:08,400-00:15:10,200] 然后就会去那些商场，
[00:15:10,200-00:15:12,000] 就比如说新手机问世，
[00:15:12,000-00:15:13,200] 嗯，
[00:15:13,200-00:15:15,000] 然后就有个竹声说啊，
[00:15:15,000-00:15:16,620] 我们新手机问世啦，
[00:15:16,620-00:15:20,220] 现在有请某某某乐队给我们带来一首巴拉巴拉
