[00:00:00,000-00:00:01,800] 🎼你的名字是姜老刀，
[00:07:45,480-00:07:46,920] 不会不会就不看，
[00:07:46,920-00:07:48,720] 因为纪录片这个东西，
[00:07:48,720-00:07:50,340] 你拍完了就拍完了，
[00:07:50,340-00:07:53,580] 我其实很不希望在当天留下不好的感觉，
[00:07:53,580-00:07:57,180] 就比如说呃没录好或者丢胶了一样丢胶了或者
[00:07:57,180-00:07:58,380] 。
[00:07:58,380-00:07:59,580] 🎼怎么样？
[00:07:59,580-00:08:02,460] 就但是呢如果你在后期剪辑的时候，
[00:08:02,460-00:08:04,080] 你其实有一些瑕疵，
[00:08:04,080-00:08:06,600] 你会被过渡掉的那虽然老刀说，
[00:08:06,600-00:08:10,200] 他们的从容很多是为了顺应纪录片本身的随机
[00:08:10,200-00:08:11,400] 性。
[00:08:11,400-00:08:12,600] 呃，
[00:08:12,600-00:08:13,800] 但跟下来，
[00:08:13,800-00:08:17,400] 我们发现这其实和他们团队默契有非常大的关
[00:08:17,400-00:08:18,600] 系。
[00:08:18,600-00:08:21,480] 不像我们团队是按项目来安排人手。
[00:08:21,480-00:08:24,360] 喜宴拍摄团队一直是固定的7个人。
[00:08:24,360-00:08:26,700] 那长期的磨合和经验的积累，
[00:08:26,700-00:08:29,580] 早就形成了一支全自动运转的队伍，
[00:08:29,580-00:08:32,280] 特别是在只发生一次的拍摄现场，
[00:08:32,280-00:08:34,620] 这个感受会特别的明显这个。
[00:08:34,620-00:08:36,600] 😊是今年新年的新都节，
[00:08:36,600-00:08:39,300] 然后跟尼泊尔的撒红节其实很像，
[00:08:39,300-00:08:41,820] 撒红街呢就是撒五颜六色的粉，
[00:08:41,820-00:08:43,800] 这个呢就只撒红色的粉。
[00:08:43,800-00:08:46,680] 那我们要做到的目的就是撒到别人，
[00:08:46,680-00:08:47,940] 自己不要被撒。
[00:08:47,940-00:08:49,140] 🎼 你说。
[00:08:49,140-00:08:50,340] 🎼那说实话，
[00:08:50,340-00:08:52,860] 这一场活动把我们彻底整懵了。
[00:08:52,860-00:08:54,060] 相比之下，
[00:08:54,060-00:08:56,040] 老刀他们就会淡定很多。
[00:08:56,040-00:08:57,480] 在活动开始之前，
[00:08:57,480-00:08:59,280] 他们就已经踩好了点，
[00:08:59,280-00:09:00,480] 定好了机位。
[00:09:00,480-00:09:01,680] 那到了当天，
[00:09:01,680-00:09:02,880] 你会发现，
[00:09:02,880-00:09:05,760] 不管是摄像制片还是导演还是文案，
[00:09:05,760-00:09:07,920] 每个人手里都有一台相机，
[00:09:07,920-00:09:10,260] 而且每个人都很会拍找角度，
[00:09:10,260-00:09:11,520] 卡时机的能力，
[00:09:11,520-00:09:14,220] 甚至已经强到了肌肉记忆的程度，
[00:09:14,220-00:09:15,420] 谁该做什么，
[00:09:15,420-00:09:17,400] 根本不需要多说一句话。
[00:09:17,400-00:09:18,600] 那除了拍摄，
[00:09:18,600-00:09:21,480] 他们每个人都有个特别擅长的地方。
[00:09:21,480-00:09:24,360] 我们团队可能编导会同时负责文案，
[00:09:24,360-00:09:25,560] 还有导演，
[00:09:25,560-00:09:27,000] 但他们是分离的，
[00:09:27,000-00:09:30,600] 他们会有单独的文案岗位和导演默契的配合。
[00:09:30,600-00:09:33,480] 你在喜宴里面看到那些细腻的文字，
[00:09:33,480-00:09:35,820] 都是靠他在现场一点点记录，
[00:09:35,820-00:09:37,080] 在一遍遍推敲，
[00:09:37,080-00:09:38,520] 慢慢打磨出来的。
[00:09:38,520-00:09:40,140] 不过更有意思的是，
[00:09:40,140-00:09:41,400] 他们的制片啊。
[00:09:41,400-00:09:45,000] 你看这个岗位在日食记被赋予了很多其他团队
[00:09:45,000-00:09:46,620] 想不到的美食属性。
[00:09:46,620-00:09:48,420] 那举个最直接的例子，
[00:09:48,420-00:09:51,300] 他们对制片的要求里面有个硬条理，
[00:09:51,300-00:09:52,560] 就是要会点菜，
[00:09:52,560-00:09:54,000] 并且要点好吃的。
[00:09:54,000-00:09:57,600] 😊🎼彩那他的背包里面呢也会藏着很多独特的
[00:09:57,600-00:09:58,800] 好东西。
[00:09:58,800-00:10:00,780] 这个是一个衣服除卫的，
[00:10:00,780-00:10:04,380] 因为有的时候我们会拍火锅啊什么味道重的，
[00:10:04,380-00:10:05,820] 我会用这个东西，
[00:10:05,820-00:10:07,980] 然后剩下的会是一些药品，
[00:10:07,980-00:10:10,860] 这些东西都是大多都是肠胃之类的。
[00:10:10,860-00:10:12,840] 因为我们经常出去探店，
[00:10:12,840-00:10:14,820] 不知道会不会吃坏肚子，
[00:10:14,820-00:10:16,440] 这是我自己的药品，
[00:10:16,440-00:10:18,240] 因为探店是一只夹菜，
[00:10:18,240-00:10:19,500] 我现在腱鞘炎，
[00:10:19,500-00:10:20,940] 所以我得贴这个。
[00:10:20,940-00:10:22,560] 🎼随身会带大白兔，
[00:10:22,560-00:10:26,160] 因为我们外拍的时候可以用这个东西跟小朋友
[00:10:26,160-00:10:27,360] ，
[00:10:27,360-00:10:30,240] 小朋友小时候家长一直说别人给糖，
[00:10:30,240-00:10:31,500] 不要跟别人走，
[00:10:31,500-00:10:32,700] 长大了，
[00:10:32,700-00:10:35,220] 现在用这个东西引用其他小孩。
[00:10:35,220-00:10:37,380] 老刀他们随身带的那些糖，
[00:10:37,380-00:10:40,260] 其实是为了和当地的人更好的相处。
[00:10:40,260-00:10:41,700] 因为在国外拍摄，
[00:10:41,700-00:10:44,220] 让一个人在镜头前面自然流露，
[00:10:44,220-00:10:46,200] 其实是很难的一件事情。
[00:10:46,200-00:10:49,800] 所以老刀他们会针对不同的人准备好小礼物，
[00:10:49,800-00:10:52,320] 参加受访者的家庭聚会的时候，
[00:10:52,320-00:10:54,660] 也会换上当地的尼泊尔服饰，
[00:10:54,660-00:10:56,460] 尽最大的可能去尊重。
[00:10:56,460-00:10:57,660] 地方的奔快，
[00:10:57,660-00:11:00,720] 我们其实钱彩来了尼泊尔大概十几天，
[00:11:00,720-00:11:02,520] 我们这次又是十几天，
[00:11:02,520-00:11:04,500] 我们下次还得再来一次，
[00:11:04,500-00:11:05,700] 又是十几天，
[00:11:05,700-00:11:07,320] 还会有一个第四次，
[00:11:07,320-00:11:09,300] 可能有个一个一周这样。
[00:11:09,300-00:11:12,900] 因为我们觉得我们不能让对方觉得我们是个摄
[00:11:12,900-00:11:14,100] 制组，
[00:11:14,100-00:11:15,900] 而是要让对方觉得哇，
[00:11:15,900-00:11:18,600] 我们是来参与到你们生活当中的，
[00:11:18,600-00:11:21,660] 以及我们想记录下这一刻美好的瞬间，
[00:11:21,660-00:11:24,540] 你只有就是一次又一次的登门拜访，
[00:11:24,540-00:11:28,140] 然后一次又一次的参与到他们的家庭活动当中
[00:11:28,140-00:11:29,340] 。
[00:11:29,340-00:11:31,140] 😊🎼随着一次又一次，
[00:11:31,140-00:11:34,020] 他就啊知道这个小孩子上一次来过。
[00:11:34,020-00:11:35,220] 对，
[00:11:35,220-00:11:38,100] 然后他们就会流露出更放松的状态，
[00:11:38,100-00:11:39,300] 能回本吗？
[00:11:39,300-00:11:41,280] 我感觉你们回不了本嗯。
[00:11:41,280-00:11:42,480] 我不知道，
[00:11:42,480-00:11:43,740] 就你我不知道，
[00:11:43,740-00:11:45,720] 这你们没有盘算这个点，
[00:11:45,720-00:11:46,920] 就方先做了。
[00:11:46,920-00:11:48,120] 对，
[00:11:48,120-00:11:49,320] 先做了再说，
[00:11:49,320-00:11:52,920] 先试一下纪录片可能是我们团队一个比较呃喜
[00:11:52,920-00:11:54,360] 欢的一个类型吧，
[00:11:54,360-00:11:57,060] 只是以前没还没有那么多的契机。
[00:11:57,060-00:11:59,400] 因为纪录片其实它很难盈利。
[00:11:59,400-00:12:01,740] 但是对于内容团队来说的话，
[00:12:01,740-00:12:05,160] 我觉得你永盘高峰是一个必须要做的事情。
[00:12:05,160-00:12:07,680] 你不能永远停留在这一个阶段，
[00:12:07,680-00:12:11,280] 实物其实是一个非常能够引发人文东西的东西
[00:12:11,280-00:12:12,480] 出来。
[00:12:12,480-00:12:13,680] 我会。
[00:12:13,680-00:12:16,380] 🎼会更喜欢李安杨德昌这种感觉。
[00:12:16,380-00:12:19,260] 但我们其实好像除了这些大师之外，
[00:12:19,260-00:12:21,420] 没有人更多在拍这个东西。
[00:12:21,420-00:12:22,620] 是的，
[00:12:22,620-00:12:26,040] 我觉得可能对我更喜欢做一些这样的东西。
[00:12:26,040-00:12:29,100] 老刀身上真的有一种非常难得的纯粹，
[00:12:29,100-00:12:31,080] 还有对内容创作的热情。
[00:12:31,080-00:12:32,280] 在拍摄现场，
[00:12:32,280-00:12:35,700] 你会看到他总是亲力亲为指导摄影的镜头，
[00:12:35,700-00:12:37,500] 跟导演对采访的内容。
[00:12:37,500-00:12:39,660] 一起用来升华主题的音乐。
[00:12:39,660-00:12:40,920] 在拍摄的时候，
[00:12:40,920-00:12:42,720] 他可能已经有了答案，
[00:12:42,720-00:12:44,160] 找到了后期剪辑，
[00:12:44,160-00:12:47,040] 他可能也会因为喜欢而主动抢一点。
[00:12:47,040-00:12:48,240] 活自己来干。
[00:12:48,240-00:12:50,220] 那这也让我们忍不住问，
[00:12:50,220-00:12:51,840] 在流量至上的时代，
[00:12:51,840-00:12:53,100] 老叨这样的人，
[00:12:53,100-00:12:55,620] 他对好内容的标准到底是什么。
[00:12:55,620-00:12:58,500] 那面对外面的反馈还有数据的起伏，
[00:12:58,500-00:13:00,300] 他是什么样的心态呢？
[00:13:00,300-00:13:01,740] 我的标准很主观。
[00:13:01,740-00:13:03,720] 就是当我听到这个东西，
[00:13:03,720-00:13:04,980] 我会超级激动。
[00:13:04,980-00:13:07,500] 然后这种激动是一种生理反应。
[00:13:07,500-00:13:09,120] 就比如说手心冒汗，
[00:13:09,120-00:13:10,380] 你会手心冒汗，
[00:13:10,380-00:13:11,640] 给你说个选题，
[00:13:11,640-00:13:12,840] 你会冒汗，
[00:13:12,840-00:13:15,180] 会就是因为我这个人会紧张，
[00:13:15,180-00:13:17,700] 然后手就是会渗水珠的那种紧。
[00:13:17,700-00:13:18,900] 🎼紧张呃，
[00:13:18,900-00:13:20,340] 兴奋的时候也会。
[00:13:20,340-00:13:23,760] 所以当大家提到一个特别好的选题的时候，
[00:13:23,760-00:13:25,380] 我有这种生理反应，
[00:13:25,380-00:13:28,080] 我就会觉得嗯这个一定要做下去。
[00:13:28,080-00:13:29,280] 好的，
[00:13:29,280-00:13:31,620] 所以需要一个房间不开空调。
[00:13:31,620-00:13:34,140] 😊这是选题过的核心核心要义。
[00:13:34,140-00:13:37,020] 那你心里面你会有这个数据焦虑吗？
[00:13:37,020-00:13:38,220] 我没有，
[00:13:38,220-00:13:40,020] 你确定你一点都没有。
[00:13:40,020-00:13:41,820] 就比如说你这些上来，
[00:13:41,820-00:13:45,420] 你不是你并没有期望他有我甚至上来了以后，
[00:13:45,420-00:13:46,680] 我几乎都不看。
[00:13:46,680-00:13:48,120] 那假如负面的呢，
[00:13:48,120-00:13:49,560] 你看到会怎么样，
[00:13:49,560-00:13:50,760] 你会难受吗？
[00:13:50,760-00:13:52,380] 不会以前会难受吗？
[00:13:52,380-00:13:53,580] 会对吧？
[00:13:53,580-00:13:55,380] 以前都有觉都睡不着，
[00:13:55,380-00:13:58,620] 就非常想在大广场拿扩音喇叭告诉他们，
[00:13:58,620-00:13:59,880] 我是怎么想的。
[00:13:59,880-00:14:01,080] 嗯，
[00:14:01,080-00:14:02,520] 就是我不是这样。
[00:14:02,520-00:14:03,720] 对对对，
[00:14:03,720-00:14:05,700] 但其实现在根本不会对，
[00:14:05,700-00:14:06,960] 成长的过程吗？
[00:14:06,960-00:14:08,160] 算是，
[00:14:08,160-00:14:09,960] 而且要随时抛弃一些，
[00:14:09,960-00:14:11,160] 你可能。
[00:14:11,160-00:14:12,960] 😡🎼用不到的东西啊，
[00:14:12,960-00:14:14,760] 也不必留恋这些东西。
[00:14:14,760-00:14:16,560] 剪辑最后输出的时候，
[00:14:16,560-00:14:18,180] 我的快乐就达成了。
[00:14:18,180-00:14:19,800] 你除了做视频之外，
[00:14:19,800-00:14:21,060] 还有什么爱好？
[00:14:21,060-00:14:22,500] 弹吉他弹吉他对，
[00:14:22,500-00:14:23,700] 搞乐队。
[00:14:23,700-00:14:24,900] 毕业以后，
[00:14:24,900-00:14:26,520] 我一开始没找工作，
[00:14:26,520-00:14:27,780] 我待业了两年，
[00:14:27,780-00:14:30,300] 就是想过一种文艺青年的生活。
[00:14:30,300-00:14:33,360] 于是我们在社交平台上组了一个乐队，
[00:14:33,360-00:14:35,880] 就以前北京有个叫树村的地方。
[00:14:35,880-00:14:37,080] 嗯，
[00:14:37,080-00:14:39,600] 全是穷苦的手艺人在那边生活，
[00:14:39,600-00:14:40,800] 我们就说好，
[00:14:40,800-00:14:42,240] 我们租一个地方，
[00:14:42,240-00:14:43,500] 我们一起生活，
[00:14:43,500-00:14:45,120] 但没有收入怎么办？
[00:14:45,120-00:14:47,100] 然后我们就去街上表演，
[00:14:47,100-00:14:49,080] 赚来的钱就买一些鸡蛋，
[00:14:49,080-00:14:50,280] 买一些番茄，
[00:14:50,280-00:14:51,900] 我就做饭给他们吃。
[00:14:51,900-00:14:53,340] 然后就每天你给。
[00:14:53,340-00:14:55,680] 😊🎼给你乐队的伙伴做饭吃。
[00:14:55,680-00:14:56,880] 对，
[00:14:56,880-00:14:59,580] 就这种生活过了大概差不多两年。
[00:14:59,580-00:15:03,000] 然后我就认识了一些接商演的团队和公司。
[00:15:03,000-00:15:05,340] 然后我就说啊我们有个乐队，
[00:15:05,340-00:15:07,500] 我们可以婚丧嫁娶都可以。
[00:15:07,500-00:15:08,700] 嗯，
[00:15:08,700-00:15:10,500] 然后就会去那些商场，
[00:15:10,500-00:15:12,300] 就比如说新手机问世，
[00:15:12,300-00:15:13,500] 嗯，
[00:15:13,500-00:15:15,300] 然后就有个竹声说啊，
[00:15:15,300-00:15:16,920] 我们新手机问世啦，
[00:15:16,920-00:15:20,520] 现在有请某某某乐队给我们带来一首巴拉巴拉
